"","WorldID","spines","no_spines","extinct","extant","plant_richness","MeanTemp","legthDry","meanBA","continent","country","perc_spines","perc_no_spines"
"4881",30360,2,16,19,1,18,24.0181068793587,0.342857142857143,NA,"AM","Guyana",0.111111111111111,0.888888888888889
"4882",30361,1,6,20,1,7,24.850416758095,0,NA,"AM","Guyana",0.142857142857143,0.857142857142857
"4884",30363,1,5,19,1,6,26.1302172401677,2.67142857142857,0.000698934,"AM","Guyana",0.166666666666667,0.833333333333333
"4888",30412,0,6,1,5,6,25.1552717196769,4.14285714285714,NA,"AF","Ivory Coast",0,1
"4891",30415,0,9,1,7,9,25.9411322528037,4,0.002479061,"AF","Ivory Coast",0,1
"4892",30416,0,9,1,7,9,26.3972736172054,4.02857142857143,0.011029632,"AF","Ivory Coast",0,1
"4898",30422,3,21,2,4,24,26.7352265304413,5.9,0.004032793,"AF","Benin",0.125,0.875
"4899",30423,0,6,3,1,6,26.5779617770858,5.2,0.000451551,"AF","Benin",0,1
"4904",30428,0,4,2,3,4,26.7307699319245,5,0.015552006,"AF","Nigeria",0,1
"4906",30430,0,8,1,5,8,24.1577445765336,4.54285714285714,0.034207241,"AF","Cameroon",0,1
"4907",30431,0,12,1,6,12,20.5140036220136,4.5,0.049363176,"AF","Cameroon",0,1
"4908",30432,4,4,1,6,8,22.386530831413,4.87142857142857,0.112077701,"AF","Cameroon",0.5,0.5
"4933",30457,3,1,6,14,4,23.0897826106652,5.12857142857143,0.035979648,"AF","Ethiopia",0.75,0.25
"4934",30458,4,1,5,8,5,21.1460869174937,4.98571428571429,0.005921505,"AF","Ethiopia",0.8,0.2
"4941",30465,5,0,4,6,5,27.0908514164496,12,0.003183435,"AF","Ethiopia",1,0
"4942",30466,8,0,4,6,8,26.8884963997896,12,0.013601588,"AF","Ethiopia",1,0
"4943",30467,8,0,5,5,8,27.4014495808145,12,NA,"AF","Ethiopia",1,0
"4944",30468,4,0,6,3,4,27.5442752520243,12,NA,"AF","Somalia",1,0
"4954",30537,0,9,1,2,9,25.7762045593797,1.11428571428571,0.004849932,"AS","Malaysia",0,1
"4962",30699,1,6,5,2,7,26.4055865162022,3.25,NA,"AM","Panama",0.142857142857143,0.857142857142857
"4963",30700,3,10,5,2,13,25.859652141075,4.225,NA,"AM","Panama",0.230769230769231,0.769230769230769
"4965",30702,0,11,7,2,11,26.0012727035271,3.25,NA,"AM","Panama",0,1
"4966",30703,0,30,7,2,30,25.3299817200545,1.1375,NA,"AM","Colombia",0,1
"4968",30705,0,8,8,2,8,20.1034523870482,1.0625,3.28e-05,"AM","Colombia",0,1
"4971",30708,8,26,12,1,34,14.8184706859536,1.95,3.01e-05,"AM","Colombia",0.235294117647059,0.764705882352941
"4972",30709,4,6,19,1,10,25.5622710399139,3.7625,0.000161839,"AM","Colombia",0.4,0.6
"4973",30710,4,18,16,1,22,26.6513828335228,4.2875,0.01191212,"AM","Colombia",0.181818181818182,0.818181818181818
"4974",30711,0,4,16,1,4,27.1254120720175,4.3,0.089563391,"AM","Colombia",0,1
"4976",30713,3,13,16,1,16,27.6528479349046,5.2625,0.065128875,"AM","Venezuela",0.1875,0.8125
"4977",30714,4,10,16,1,14,26.8309065762894,5.3375,0.002864997,"AM","Venezuela",0.285714285714286,0.714285714285714
"4978",30715,3,8,16,1,11,26.1500824138795,5.4,0.001054945,"AM","Venezuela",0.272727272727273,0.727272727272727
"4979",30716,1,13,16,1,14,25.9857875155005,4.8875,NA,"AM","Venezuela",0.0714285714285714,0.928571428571429
"4980",30717,2,10,19,1,12,25.8299266621307,5.25,0.004933129,"AM","Venezuela",0.166666666666667,0.833333333333333
"4981",30718,7,13,19,1,20,25.7916207519643,4.925,0.004754447,"AM","Venezuela",0.35,0.65
"4982",30719,4,2,19,1,6,26.1077839082851,5.8125,0.000412504,"AM","Venezuela",0.666666666666667,0.333333333333333
"4983",30720,0,16,19,1,16,25.1443772667057,1.3,NA,"AM","Guyana",0,1
"4984",30721,2,21,19,1,23,24.9076648535746,0.375,NA,"AM","Guyana",0.0869565217391304,0.91304347826087
"4985",30722,2,12,19,1,14,25.9137270969349,1.1625,3.55e-05,"AM","Guyana",0.142857142857143,0.857142857142857
"4987",30769,2,2,0,6,4,25.4701189725827,3.9625,0.00027331,"AF","Liberia",0.5,0.5
"4989",30771,2,12,1,6,14,25.0425457643502,5,0.00077836,"AF","Guinea",0.142857142857143,0.857142857142857
"4990",30772,9,45,1,6,54,24.9292032867124,4.7625,0.000896335,"AF","Guinea",0.166666666666667,0.833333333333333
"4991",30773,1,12,2,6,13,25.4822344713595,4.3,0.001273163,"AF","Ivory Coast",0.0769230769230769,0.923076923076923
"4992",30774,1,5,2,7,6,26.2009157626183,4.125,0.003349647,"AF","Ivory Coast",0.166666666666667,0.833333333333333
"4996",30778,2,28,2,6,30,26.334707011932,4.0625,0.12242369,"AF","Ghana",0.0666666666666667,0.933333333333333
"4997",30779,1,12,2,7,13,26.5180677682925,4.125,0.154461204,"AF","Ghana",0.0769230769230769,0.923076923076923
"4998",30780,0,5,1,7,5,27.4633974629007,4.775,0.647386592,"AF","Ghana",0,1
"4999",30781,2,10,2,5,12,26.1473809834365,4.925,0.054030252,"AF","Ghana",0.166666666666667,0.833333333333333
"5000",30782,2,12,2,5,14,26.6825641998878,5.0375,0.141710321,"AF","Benin",0.142857142857143,0.857142857142857
"5001",30783,0,4,3,2,4,26.89817774846,5,0.051352101,"AF","Benin",0,1
"5002",30784,3,8,3,1,11,26.2688919760805,5,0.084190621,"AF","Nigeria",0.272727272727273,0.727272727272727
"5010",30792,2,8,3,7,10,22.2588461429645,4.925,0.076979656,"AF","Cameroon",0.2,0.8
"5035",30817,2,4,5,8,6,18.5778021911125,4.125,0.01184229,"AF","Ethiopia",0.333333333333333,0.666666666666667
"5037",30819,5,2,7,7,7,17.7894688612376,5.475,0.005716683,"AF","Ethiopia",0.714285714285714,0.285714285714286
"5041",30823,4,0,5,4,4,26.2460805856265,9.225,0.000175501,"AF","Ethiopia",1,0
"5044",30826,4,0,5,5,4,26.3308699520516,12,NA,"AF","Ethiopia",1,0
"5046",30828,6,0,5,5,6,27.0237088592935,12,NA,"AF","Ethiopia",1,0
"5061",30906,0,4,0,1,4,25.5998626514232,0.2,1.97e-06,"AS","Philippines",0,1
"5065",31058,6,24,5,2,30,26.5155339598656,3.52857142857143,0.000978954,"AM","Costa Rica",0.2,0.8
"5067",31060,9,16,5,2,25,26.0679800657259,4.68571428571429,0.000499619,"AM","Panama",0.36,0.64
"5069",31062,1,5,7,2,6,25.8897552139517,3.6,2.34e-07,"AM","Panama",0.166666666666667,0.833333333333333
"5070",31063,0,4,7,2,4,25.0134963358658,2.54285714285714,3.42e-05,"AM","Colombia",0,1
"5071",31064,0,4,9,2,4,25.5762228209039,2.6,0.000117123,"AM","Colombia",0,1
"5072",31065,3,21,9,2,24,26.4676992777465,3.68571428571429,1.17e-07,"AM","Colombia",0.125,0.875
"5074",31067,4,10,10,2,14,23.2903170770493,2.81428571428571,0.000334603,"AM","Colombia",0.285714285714286,0.714285714285714
"5075",31068,20,42,11,1,62,22.0933967413246,1.42857142857143,7.03e-05,"AM","Colombia",0.32258064516129,0.67741935483871
"5076",31069,2,9,18,1,11,20.0309058048587,3.25714285714286,0.000301228,"AM","Venezuela",0.181818181818182,0.818181818181818
"5078",31071,2,9,17,1,11,27.3561141608418,4.32857142857143,0.008999441,"AM","Venezuela",0.181818181818182,0.818181818181818
"5079",31072,1,4,17,1,5,27.79935708236,5,0.041012305,"AM","Venezuela",0.2,0.8
"5081",31074,10,5,16,1,15,27.8070108664209,6.02857142857143,0.009699591,"AM","Venezuela",0.666666666666667,0.333333333333333
"5083",31076,3,12,18,1,15,27.4373189236807,6.51428571428571,0.004653422,"AM","Venezuela",0.2,0.8
"5084",31077,7,11,19,1,18,27.182889483286,6.85714285714286,0.021288475,"AM","Venezuela",0.388888888888889,0.611111111111111
"5085",31078,7,14,19,1,21,25.7708333153656,6.17142857142857,0.001860651,"AM","Venezuela",0.333333333333333,0.666666666666667
"5086",31079,0,6,19,1,6,24.8602445706077,3.27142857142857,0.002076396,"AM","Venezuela",0,1
"5087",31080,2,22,19,1,24,25.2349002679189,1.3,NA,"AM","Guyana",0.0833333333333333,0.916666666666667
"5089",31082,0,6,18,1,6,26.2796741314556,2.18571428571429,NA,"AM","Guyana",0,1
"5090",31127,0,4,1,2,4,26.3134785799013,6,0.000241632,"AF","Sierra Leone",0,1
"5093",31130,6,6,1,6,12,24.8399909539499,4.74285714285714,1.07e-05,"AF","Guinea",0.5,0.5
"5094",31131,2,30,1,6,32,24.3713224108668,4.98571428571429,0.016341463,"AF","Guinea",0.0625,0.9375
"5095",31132,0,9,3,7,9,24.5530706768451,4.8,0.017520404,"AF","Guinea",0,1
"5098",31135,0,5,2,7,5,26.557246411365,4.97142857142857,0.075317536,"AF","Ivory Coast",0,1
"5101",31138,4,18,3,6,22,26.6627264459928,4.91428571428571,0.21701876,"AF","Ghana",0.181818181818182,0.818181818181818
"5102",31139,0,4,3,6,4,27.3009420104649,4.75714285714286,0.436192193,"AF","Ghana",0,1
"5103",31140,0,5,2,5,5,27.9907427290212,5.24285714285714,0.314220773,"AF","Ghana",0,1
"5105",31142,2,12,2,6,14,26.811340566649,5.5,0.113734036,"AF","Benin",0.142857142857143,0.857142857142857
"5117",31154,2,2,1,7,4,25.560579706966,6.04285714285714,0.114447551,"AF","Cameroon",0.5,0.5
"5125",31162,1,6,1,9,7,25.3002355105635,5.88571428571429,0.549867671,"AF","Central African Republic",0.142857142857143,0.857142857142857
"5141",31178,4,1,2,5,5,18.5414764479451,5.45714285714286,0.004001546,"AF","Ethiopia",0.8,0.2
"5147",31184,5,0,6,5,5,23.9148188302482,11.6,NA,"AF","Ethiopia",1,0
"5151",31188,8,0,4,5,8,25.4648188267929,12,NA,"AF","Ethiopia",1,0
"5169",31417,6,86,5,2,92,25.1097101616687,1.825,8.67e-05,"AM","Costa Rica",0.0652173913043478,0.934782608695652
"5170",31418,0,20,5,2,20,21.8117028893336,1.55,0.000686116,"AM","Costa Rica",0,1
"5172",31420,0,4,5,2,4,24.4522463810617,2.0125,0.000752839,"AM","Panama",0,1
"5173",31421,4,8,6,2,12,26.1974639747454,3.9625,0.000161668,"AM","Panama",0.333333333333333,0.666666666666667
"5174",31422,4,9,7,2,13,25.9936503693677,3.3125,5.71e-05,"AM","Panama",0.307692307692308,0.692307692307692
"5175",31423,2,48,8,2,50,26.0932064410569,2.8375,NA,"AM","Colombia",0.04,0.96
"5177",31425,6,16,8,1,22,27.0905615872231,4.025,3.76e-07,"AM","Colombia",0.272727272727273,0.727272727272727
"5178",31426,4,10,9,2,14,27.2648912452269,3.7375,5.1e-05,"AM","Colombia",0.285714285714286,0.714285714285714
"5179",31427,3,6,10,1,9,24.5744473982548,3.65,0.001846436,"AM","Colombia",0.333333333333333,0.666666666666667
"5180",31428,8,6,10,1,14,26.2256612370843,1.4875,0.000166786,"AM","Colombia",0.571428571428571,0.428571428571429
"5182",31430,0,10,15,1,10,19.634121370186,3.4875,0.001027412,"AM","Venezuela",0,1
"5183",31431,8,11,15,1,19,27.2103802344073,4.025,0.009441179,"AM","Venezuela",0.421052631578947,0.578947368421053
"5185",31433,7,2,17,1,9,28.0202986202378,6,0.044820126,"AM","Venezuela",0.777777777777778,0.222222222222222
"5186",31434,1,3,17,1,4,27.535443819433,6.45,0.007492943,"AM","Venezuela",0.25,0.75
"5190",31438,5,17,19,1,22,26.7267211825951,5.525,0.006811899,"AM","Venezuela",0.227272727272727,0.772727272727273
"5191",31439,1,15,19,1,16,25.8841215520665,2.875,0.001096719,"AM","Venezuela",0.0625,0.9375
"5194",31487,0,4,1,3,4,26.3095111874567,5.9875,0.000809538,"AF","Guinea",0,1
"5196",31489,0,6,1,7,6,25.1859239224075,4.9375,0.002623058,"AF","Sierra Leone",0,1
"5197",31490,6,6,2,6,12,24.7688677592554,5,0.11602208,"AF","Guinea",0.5,0.5
"5198",31491,2,8,2,7,10,23.6039945493574,4.925,0.06384375,"AF","Guinea",0.2,0.8
"5199",31492,0,18,3,6,18,24.1936050817586,5,0.249230691,"AF","Guinea",0,1
"5204",31497,1,4,2,7,5,26.5919202896132,5.1625,0.487110754,"AF","Ivory Coast",0.2,0.8
"5205",31498,2,8,2,6,10,27.0791847712752,5.8625,0.404224152,"AF","Ghana",0.2,0.8
"5209",31502,2,14,2,6,16,26.5616032415542,6.6375,0.073099994,"AF","Benin",0.125,0.875
"5210",31503,0,10,3,5,10,26.7857427324074,6.1625,0.180839243,"AF","Benin",0,1
"5212",31505,4,2,4,3,6,26.8415670343067,6.1,0.060347575,"AF","Nigeria",0.666666666666667,0.333333333333333
"5221",31514,1,5,1,7,6,27.7703532248304,6.6625,0.245245709,"AF","Cameroon",0.166666666666667,0.833333333333333
"5222",31515,2,2,1,7,4,27.3263949243919,6.775,0.362854936,"AF","Cameroon",0.5,0.5
"5229",31522,0,6,1,8,6,26.589764483597,6.275,0.746225426,"AF","Central African Republic",0,1
"5244",31537,2,5,2,6,7,20.268106890675,6.125,0.028809386,"AF","Ethiopia",0.285714285714286,0.714285714285714
"5246",31539,5,1,3,6,6,16.6667210109856,7.175,0.000669329,"AF","Ethiopia",0.833333333333333,0.166666666666667
"5247",31540,5,1,4,9,6,21.1746557969114,8.6375,0.001524884,"AF","Ethiopia",0.833333333333333,0.166666666666667
"5248",31541,4,0,4,10,4,20.7446467367635,6.9,0.003467837,"AF","Ethiopia",1,0
"5250",31543,4,0,2,7,4,22.4257427542106,10.125,NA,"AF","Ethiopia",1,0
"5251",31544,10,0,4,6,10,21.6282246316689,11.3875,NA,"AF","Ethiopia",1,0
"5254",31547,4,0,4,4,4,25.1299909634867,12,NA,"AF","Somalia",1,0
"5278",31776,10,29,5,2,39,25.1366121919259,3.2125,0.00016151,"AM","Costa Rica",0.256410256410256,0.743589743589744
"5279",31777,3,20,5,2,23,18.5619655824226,0.275,0.000607601,"AM","Costa Rica",0.130434782608696,0.869565217391304
"5280",31778,0,14,5,2,14,24.0546739505685,0,NA,"AM","Costa Rica",0,1
"5281",31780,3,18,5,2,21,26.195036217959,1.2375,NA,"AM","Panama",0.142857142857143,0.857142857142857
"5282",31781,2,24,6,2,26,25.7948369846828,2.9,0.000208223,"AM","Panama",0.0769230769230769,0.923076923076923
"5288",31787,14,22,10,1,36,26.0730344244535,3.65,0.0159003,"AM","Colombia",0.388888888888889,0.611111111111111
"5289",31788,6,26,10,1,32,26.9965489060982,3.775,0.004901913,"AM","Colombia",0.1875,0.8125
"5291",31790,1,8,15,1,9,22.0626811639554,3.4375,0.003157058,"AM","Venezuela",0.111111111111111,0.888888888888889
"5292",31791,4,14,15,1,18,23.6171105066071,3.75,0.012562149,"AM","Venezuela",0.222222222222222,0.777777777777778
"5293",31792,4,1,14,1,5,27.0762138090272,5.0875,0.015926513,"AM","Venezuela",0.8,0.2
"5295",31794,2,3,15,1,5,26.9887952954873,6.6875,0.027683958,"AM","Venezuela",0.4,0.6
"5296",31795,3,1,15,1,4,27.3782518378202,7.6,0.000360799,"AM","Venezuela",0.75,0.25
"5300",31799,2,3,15,0,5,25.9875181778618,3.2875,0.002002604,"AM","Venezuela",0.4,0.6
"5301",31800,0,4,14,0,4,26.23017210062,2.8125,NA,"AM","Venezuela",0,1
"5302",31847,2,6,1,5,8,26.1164856686108,6,0.003647736,"AF","Guinea",0.25,0.75
"5307",31852,0,4,3,5,4,25.4620833106663,5.2375,0.114399356,"AF","Guinea",0,1
"5311",31856,2,8,2,6,10,27.1371648294338,6.3,0.130570975,"AF","Burkina Faso",0.2,0.8
"5312",31857,2,8,2,6,10,26.9746920502704,6.375,0.214997466,"AF","Burkina Faso",0.2,0.8
"5313",31858,6,9,2,6,15,27.5624184846878,6.8875,0.232648164,"AF","Burkina Faso",0.4,0.6
"5315",31860,5,4,3,4,9,28.2569022589836,6.4875,0.230726287,"AF","Ghana",0.555555555555556,0.444444444444444
"5316",31861,2,6,2,5,8,27.5129529293033,6.175,0.254960049,"AF","Ghana",0.25,0.75
"5317",31862,0,6,2,5,6,26.2375905486121,6.55,0.118458726,"AF","Benin",0,1
"5318",31863,1,3,3,4,4,26.7482336664545,6.875,0.093028054,"AF","Benin",0.25,0.75
"5319",31864,2,2,2,5,4,26.8022735727006,6.8125,0.144047876,"AF","Benin",0.5,0.5
"5320",31865,4,3,3,5,7,28.082826072064,7,0.291684396,"AF","Nigeria",0.571428571428571,0.428571428571429
"5328",31873,8,2,4,4,10,28.5562591067259,7.9,0.053686348,"AF","Cameroon",0.8,0.2
"5339",31884,0,8,3,6,8,25.724927519197,7.1625,0.740596733,"AF","Central African Republic",0,1
"5354",31899,3,1,2,6,4,16.1920199211957,6.6625,0.003902094,"AF","Ethiopia",0.75,0.25
"5357",31902,7,2,3,8,9,21.4091666615528,7.6,5.55e-05,"AF","Ethiopia",0.777777777777778,0.222222222222222
"5359",31904,8,2,4,8,10,20.273469206734,10.45,NA,"AF","Ethiopia",0.8,0.2
"5360",31905,4,0,6,5,4,22.6786413090816,11.95,NA,"AF","Somalia",1,0
"5361",31906,5,0,6,5,5,23.3566394949305,11.9875,NA,"AF","Somalia",1,0
"5365",31910,5,0,5,2,5,24.7723913101182,12,NA,"AF","Somalia",1,0
"5372",31959,0,6,2,5,6,26.2542209132858,3.85,3.11e-06,"AS","Myanmar",0,1
"5382",31986,0,4,0,1,4,26.4890850936157,0.8625,NA,"AS","Philippines",0,1
"5384",32135,11,19,6,2,30,26.3757517985676,5.11428571428571,0.026798449,"AM","Costa Rica",0.366666666666667,0.633333333333333
"5385",32136,15,48,6,2,63,22.4088676913061,2.35714285714286,0.000446783,"AM","Costa Rica",0.238095238095238,0.761904761904762
"5386",32137,1,30,5,2,31,23.7777536153361,0,NA,"AM","Costa Rica",0.032258064516129,0.967741935483871
"5388",32145,5,1,8,1,6,27.1367029311,4.77142857142857,0.000607045,"AM","Colombia",0.833333333333333,0.166666666666667
"5389",32146,10,6,9,1,16,27.3721830404323,4.48571428571429,0.000155923,"AM","Colombia",0.625,0.375
"5390",32147,7,11,9,1,18,24.5707789688439,3.64285714285714,0.018761039,"AM","Colombia",0.388888888888889,0.611111111111111
"5391",32148,6,8,9,1,14,23.9200271300648,4.3,0.015424062,"AM","Colombia",0.428571428571429,0.571428571428571
"5392",32149,1,3,7,1,4,27.8250724248264,4.85714285714286,0.00476907,"AM","Venezuela",0.25,0.75
"5393",32150,8,11,10,1,19,25.581911225077,6.28571428571429,0.000508134,"AM","Venezuela",0.421052631578947,0.578947368421053
"5398",32155,8,13,15,1,21,25.6990488895472,8.41428571428571,0.000592002,"AM","Venezuela",0.380952380952381,0.619047619047619
"5399",32156,7,2,15,1,9,25.2692120082136,8.34285714285714,0.003052694,"AM","Venezuela",0.777777777777778,0.222222222222222
"5400",32157,7,7,15,1,14,24.2485054534415,4.84285714285714,0.002093155,"AM","Venezuela",0.5,0.5
"5401",32158,4,5,15,1,9,26.1077626953954,4.61428571428571,NA,"AM","Venezuela",0.444444444444444,0.555555555555556
"5402",32159,2,12,12,0,14,26.1770289913468,3.92857142857143,0.005099872,"AM","Trinidad and Tobago",0.142857142857143,0.857142857142857
"5405",32208,2,6,2,6,8,25.3774365743001,6,0.019807369,"AF","Guinea",0.25,0.75
"5406",32209,2,2,1,7,4,25.3630344282026,6,0.016228197,"AF","Guinea",0.5,0.5
"5412",32215,0,6,3,4,6,27.116277096928,7.32857142857143,0.027679826,"AF","Burkina Faso",0,1
"5413",32216,0,4,4,4,4,27.4773097361343,7.2,0.23592541,"AF","Burkina Faso",0,1
"5414",32217,0,4,2,5,4,27.361711970274,6.94285714285714,0.264745455,"AF","Burkina Faso",0,1
"5415",32218,8,4,2,5,12,27.8917481831882,7.04285714285714,0.218379711,"AF","Burkina Faso",0.666666666666667,0.333333333333333
"5416",32219,5,3,2,5,8,28.3303714176883,6.98571428571429,0.567448423,"AF","Ghana",0.625,0.375
"5417",32220,10,10,2,5,20,28.4433061965998,7,0.418714023,"AF","Ghana",0.5,0.5
"5418",32221,18,9,2,5,27,28.4557337776474,7.04285714285714,0.354952684,"AF","Benin",0.666666666666667,0.333333333333333
"5419",32222,0,4,2,5,4,26.5401992752932,6.98571428571429,0.197648359,"AF","Benin",0,1
"5421",32224,2,4,3,5,6,27.6888042961342,7,0.053656763,"AF","Benin",0.333333333333333,0.666666666666667
"5422",32225,4,0,3,5,4,28.4725906126741,7.58571428571429,0.214768732,"AF","Nigeria",1,0
"5427",32230,4,1,5,4,5,24.5165308000385,7.72857142857143,0.153394586,"AF","Nigeria",0.8,0.2
"5428",32231,2,2,3,5,4,26.4890489094499,8.22857142857143,0.086136475,"AF","Nigeria",0.5,0.5
"5430",32233,2,2,4,3,4,26.9070289936619,7.74285714285714,0.048676173,"AF","Nigeria",0.5,0.5
"5431",32234,12,4,3,4,16,25.8421738951103,7.01428571428571,0.105593424,"AF","Cameroon",0.75,0.25
"5432",32235,10,4,3,5,14,27.7236775246219,8.15714285714286,0.008410559,"AF","Cameroon",0.714285714285714,0.285714285714286
"5452",32255,2,2,2,6,4,24.8514855028926,7.01428571428571,0.396448962,"AF","Ethiopia",0.5,0.5
"5460",32263,4,0,4,7,4,25.4664764532145,11.8571428571429,NA,"AF","Ethiopia",1,0
"5461",32264,4,0,5,6,4,24.9635144831478,10.9285714285714,NA,"AF","Ethiopia",1,0
"5463",32266,4,0,6,4,4,26.6887409493543,11.9285714285714,NA,"AF","Somalia",1,0
"5465",32268,5,0,5,3,5,21.6378442000652,11.5714285714286,NA,"AF","Somalia",1,0
"5467",32270,7,0,5,3,7,25.4937499898067,12,NA,"AF","Somalia",1,0
"5475",32319,0,4,4,3,4,26.6352081628813,3.97142857142857,0.008953754,"AS","Myanmar",0,1
"5477",32324,0,4,1,4,4,27.2201811310174,4,NA,"AS","Cambodia",0,1
"5492",32496,0,24,6,2,24,24.9663134267365,2.0375,0.002804163,"AM","Costa Rica",0,1
"5493",32497,0,6,2,2,6,25.715108725299,0.2375,NA,"AM","Costa Rica",0,1
"5494",32505,11,12,4,1,23,26.8497375025265,6.925,0.00241942,"AM","Colombia",0.478260869565217,0.521739130434783
"5496",32507,10,25,8,1,35,20.3320561496919,3.225,0.000523496,"AM","Colombia",0.285714285714286,0.714285714285714
"5497",32508,6,4,9,1,10,25.8595290151195,4.65,0.006848884,"AM","Colombia",0.6,0.4
"5500",32511,14,10,10,1,24,25.895099654405,8.625,0.000853554,"AM","Venezuela",0.583333333333333,0.416666666666667
"5501",32512,6,2,12,1,8,26.1815490745116,8.05,0.005702613,"AM","Venezuela",0.75,0.25
"5504",32518,1,6,11,0,7,25.9315397753232,6.05,0.001301208,"AM","Venezuela",0.142857142857143,0.857142857142857
"5508",32565,3,3,1,1,6,26.3613495415536,7,0.000321038,"AF","Guinea",0.5,0.5
"5509",32566,1,3,0,5,4,26.7663677255313,6.7875,0.024175124,"AF","Guinea",0.25,0.75
"5518",32575,2,6,4,3,8,26.7650453270345,7.4875,0.015672535,"AF","Burkina Faso",0.25,0.75
"5519",32576,3,4,4,4,7,27.2621286058771,7.75,0.036589827,"AF","Burkina Faso",0.428571428571429,0.571428571428571
"5520",32577,3,3,3,5,6,28.0519112184428,7.875,0.11808401,"AF","Burkina Faso",0.5,0.5
"5522",32579,4,8,3,5,12,28.138278972757,7.725,0.452866482,"AF","Burkina Faso",0.333333333333333,0.666666666666667
"5523",32580,9,0,3,5,9,28.5055163126061,7.7125,0.115174567,"AF","Burkina Faso",1,0
"5524",32581,4,0,3,5,4,28.7246285818625,7.7125,0.054570196,"AF","Benin",1,0
"5525",32582,2,8,3,5,10,28.3634330188019,7.5125,0.319676083,"AF","Benin",0.2,0.8
"5527",32584,2,4,3,5,6,28.4569202811822,7.0125,0.085905285,"AF","Benin",0.333333333333333,0.666666666666667
"5537",32594,4,8,3,4,12,26.7217662476111,7.975,0.043080602,"AF","Cameroon",0.333333333333333,0.666666666666667
"5538",32595,2,4,3,5,6,27.900688396675,8.7125,0.069196148,"AF","Cameroon",0.333333333333333,0.666666666666667
"5560",32617,1,3,1,5,4,20.7059057986391,6.3625,0.014212606,"AF","Ethiopia",0.25,0.75
"5563",32620,4,0,4,4,4,15.6482065118741,7.7,5.07e-05,"AF","Ethiopia",1,0
"5564",32621,8,0,3,10,8,27.8631159490433,10.7625,0.007321124,"AF","Ethiopia",1,0
"5566",32623,9,0,4,7,9,27.4188858562622,12,NA,"AF","Djibouti",1,0
"5572",32630,8,0,4,3,8,24.5832336698753,12,NA,"AF","Somalia",1,0
"5573",32631,5,0,4,3,5,25.4755072308623,12,NA,"AF","Somalia",1,0
"5584",32685,2,8,1,4,10,27.0204891019973,4.775,0.000238319,"AS","Cambodia",0.2,0.8
"5586",32687,2,2,2,3,4,27.4798007937445,5,0.000185924,"AS","Cambodia",0.5,0.5
"5590",32700,0,4,0,0,4,27.1608604332675,4.125,NA,"AS","Philippines",0,1
"5592",32703,0,4,0,1,4,26.1355888168017,3.3625,0.004977581,"AS","Philippines",0,1
"5596",32854,5,6,6,1,11,27.2398924436193,6,0.00251401,"AM","Nicaragua",0.454545454545455,0.545454545454545
"5597",32855,4,5,6,1,9,26.3156093870867,5.675,NA,"AM","Nicaragua",0.444444444444444,0.555555555555556
"5599",32857,2,17,3,2,19,25.9211916109994,2,0.002854963,"AM","Nicaragua",0.105263157894737,0.894736842105263
"5601",32869,8,0,3,0,8,27.1164605902942,11.6,NA,"AM","Colombia",1,0
"5603",32871,4,6,6,0,10,26.7071415357692,10.725,NA,"AM","Curaçao",0.4,0.6
"5604",32872,2,4,0,0,6,26.498682700434,10.5375,NA,"AM","Curaçao",0.333333333333333,0.666666666666667
"5609",32926,2,2,0,5,4,27.5673208840004,7,0.044244018,"AF","Guinea",0.5,0.5
"5620",32937,2,2,2,4,4,28.2897939061606,8,0.068866496,"AF","Burkina Faso",0.5,0.5
"5621",32938,4,5,1,4,9,28.255627264515,8,0.172851653,"AF","Burkina Faso",0.444444444444444,0.555555555555556
"5622",32939,1,4,2,4,5,28.1266755897084,8,0.080104938,"AF","Burkina Faso",0.2,0.8
"5623",32940,0,4,3,4,4,28.5653314369981,8,0.013340105,"AF","Burkina Faso",0,1
"5624",32941,2,4,2,5,6,28.9453584038656,8,0.055606079,"AF","Burkina Faso",0.333333333333333,0.666666666666667
"5625",32942,8,8,2,5,16,29.2663890001167,8,0.125423068,"AF","Benin",0.5,0.5
"5632",32949,3,6,3,3,9,25.9658243852704,8,0.000955541,"AF","Nigeria",0.333333333333333,0.666666666666667
"5639",32956,4,0,3,4,4,28.5913081900621,9.6,0.055063099,"AF","Cameroon",1,0
"5661",32978,2,2,1,5,4,19.3815949957003,7.3375,NA,"AF","Ethiopia",0.5,0.5
"5676",33040,2,8,3,5,10,26.1019264646756,4.675,0.003277026,"AS","Myanmar",0.2,0.8
"5678",33043,0,4,2,4,4,26.7335485190046,4.825,0.000132054,"AS","Cambodia",0,1
"5681",33046,2,2,2,5,4,28.1047132782611,5.3125,0.000899051,"AS","Cambodia",0.5,0.5
"5684",33049,0,5,2,3,5,22.222974922751,4.2875,0.00090552,"AS","Vietnam",0,1
"5685",33050,1,5,3,2,6,26.4000268708848,7.7875,0.000260578,"AS","Vietnam",0.166666666666667,0.833333333333333
"5693",33213,8,9,6,1,17,27.6474284794168,6,0.005244945,"AM","Nicaragua",0.470588235294118,0.529411764705882
"5694",33214,10,7,6,2,17,27.4353135377275,6,0.004356604,"AM","Nicaragua",0.588235294117647,0.411764705882353
"5695",33215,3,8,6,2,11,24.3602329835242,5.15,0.000107,"AM","Nicaragua",0.272727272727273,0.727272727272727
